name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Greenhill Car Wash,Georgetown,DE,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless/brushless automated bay. Mixed facility with brush tunnels also present. Touchless option clearly available.","Georgetown, DE #3",54
JetSplash Car Wash,Lincoln,NE,Splash Car Wash,uncertain,unknown,0.45,"Description claims touchless/brushless, but reviews contradict: one explicitly states 'Not touchless'; damage reports suggest contact/manual handling during drying.","Lincoln, NE #1",
Auto Wash Car Wash,Canandaigua,NY,,uncertain,unknown,0.35,"Website describes friction/soft-touch (hand prep, power clean). Reviews claim touchless/laser/no-touch. Conflicting evidence; unclear which system operates.","Finger Lakes, NY #1; Rochester, NY #1",87
East Evergreen Storage,Lebanon,PA,,confirmed_touchless,mixed_with_touchless,0.85,"Storage facility with at least one automatic touchless bay confirmed by multiple reviews mentioning 'touch less wash' and 'brushless' operation alongside DIY/self-serve options.","Harrisburg, PA #2",73
Indy Spotless Auto & Pet Wash,Indianapolis,IN,,confirmed_touchless,mixed_with_touchless,0.92,"Description explicitly confirms automatic touchless bay with gantry overhead, high-pressure nozzles, no physical contact. Multiple reviews reference 'automatic touchless' and 'no-touch' wash. Also offers self-serve bays.","Indianapolis, IN #3",49
Exxon,Hollywood,FL,Exxon,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water jets, no brushes/cloth, automatic bay. Reviews confirm touchless/high-pressure operation.","Miami, FL #2",
Beachside Car Wash,Cape Canaveral,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly advertises Express Touchless Wash ($8) and touchless option in premium packages. Multiple reviews confirm automatic touchless spray-jet wash bay operational. Mixed facility with self-serve bays also available.","Melbourne, FL #1",75
Harper Auto Wash - Bearden,Knoxville,TN,,uncertain,unknown,0.35,"Description claims touchless automatic bay, but multiple reviews report scratching/damage and one explicitly states 'not technically touchless.' Recent brush use reported.","Knoxville, TN #2",72
Go Touch Less Car Wash,Jacksonville,FL,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'No Top Brushes, No Side Wraps & No Friction.' Multiple 5★ reviews confirm touchless automatic tunnel with no brush/sponge contact. Staff highly rated.","Jacksonville, FL #1",82
Star-Brite Car Wash and Lube Center,Mt Vernon,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless/brushless automatic wash. Mixed facility (wash + lube). One paint-scratch complaint noted but outweighed by consistent touchless descriptions.","Mount Vernon, OH #1",82
OTTO Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly confirms touchless automatic. Reviews consistently praise brushless/touchless/no-touch tunnel. Self-serve bays also present.","Kansas City, MO #1",87
Splash Car Wash,Missoula,MT,Splash Car Wash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless experience. Multiple reviews confirm touch-free/touchless automatic wash with no brushes. Staff adds hand-finishing services post-wash.","Missoula, MT #2",86
Soapy's Car Wash,Hudson,NH,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'automated car cleaning without brushes touching your vehicle.' Multiple reviews confirm 'touch-free' and 'touch less' wash service operating at facility.","Fitchburg, MA #3",80
Cal Oaks Touchless Automatic Self Serve Car Wash,Murrieta,CA,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-free automatic bay. Mixed facility (self-serve bays + touchless automatic). No brush/cloth damage claims.","Inland Empire, CA #3; Temecula, CA #3",90
Soapy Bucket Car Wash,Howell,MI,,not_touchless,soft_touch,0.95,"Website explicitly describes 'soft touch', 'soft cloth wash', and 'five-brush system'. No genuine touchless bay documented despite user review keywords.","Fenton, MI #1",72
Clementine's Carwash,Louisville,KY,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless' and 'touchfree automatic carwash'. Multiple 5★ reviews consistently praise touchless system. High-pressure water jets, no brushes mentioned.","Louisville, KY #1",93
Lowell Express Car Wash & Oil Change,Lowell,MI,,confirmed_touchless,mixed_with_touchless,0.95,"2 touchless automatic bays confirmed in description. Multiple reviews explicitly mention 'touchless' and 'brushless' wash. Mixed facility with self-serve also present.","Grand Rapids, MI #3",80
Shammy's Auto Wash,Lexington,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Premier Touch Free Car Washes'. Multiple reviews confirm automatic touchless/touch-free wash with high-pressure nozzles, no physical contact. ProTouch soft-touch bay present as alternative.","Lexington, KY #2",85
Thunder Sudz Car Wash,Barboursville,WV,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'completely automated, brushless car wash' and 'touchless automatic wash.' Multiple reviews confirm touchless/brushless operation.","Huntington, WV #3",72
Rice Street Car Wash,St Paul,MN,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly describes Petit 360 touchless automatic as 'touch-free' with 'no brushes ever touching vehicle.' Multiple customer reviews confirm touchless/touch-free automatic experience.","Minneapolis-St. Paul, MN #2",83
New England Touchless Car Wash,Brunswick,ME,,confirmed_touchless,touchless_automatic,0.95,"Explicit touchless automatic bays confirmed. Name, description, multiple reviews affirm no-brush touchless chemistry wash. Damage complaints don't negate touchless classification.","Lewiston, ME #3",85
Auto Brite Car Wash,Louisburg,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly advertises 'Touchless Automatic' at Louisburg location. Customer reviews confirm touch-free wash option available; one reviewer drove from Henderson specifically for this touchless service.","Henderson, NC #3",
St. Croix Car Wash,Oak Park Heights,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch free' and 'touchless' automatic wash. Facility offers both automatic touchless and self-serve options.","Minneapolis-St. Paul, MN #3",84
Wash Station,Wauwatosa,WI,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 3 automatic touchless bays with high/low pH soaps, no brushes. Multiple reviews explicitly praise touchless/touch-free/brushless wash. Self-serve bays also available.","Milwaukee, WI #2",85
Pinnacle 365,Phoenix,OR,Pinnacle 365,uncertain,unknown,0.4,"Description claims touchless/brushless automatic, but no review evidence or technical details provided to confirm.","Medford, OR #3",
Oasis Auto Spa, Self Serve Car Wash and Detailing,Henderson,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Website confirms 2 touch-free automatics with high-pressure/chemical wash (no friction). Mixed facility with self-serve bays. Positive reviews confirm touchless operation despite some negative cleaning-effectiveness complaints.","Las Vegas, NV #1",61
Clean N' Shine Car Wash,McHenry,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless machines with high-pressure water, no brushes. Multiple reviews confirm touchless automatic bay. Also offers self-serve bays.","Harvard, IL #2",62
Black Dog Car Wash,Belmont,NH,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'top touchless car wash' with 'top-of-the-line touchless equipment.' Multiple reviews confirm touchless automatic operation; customers praise no-contact washing, no scratches/swirl marks.","Laconia, NH #1",97
Oasis Auto Spa Car Wash & Coin Laundry,Joplin,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless/brushless automatic option. Multiple 5★ reviews explicitly praise touchless wash with no track/brushes. Hybrid facility offering both touchless and soft-touch types.","Joplin, MO #1",64
WOW Carwash Harvard,Harvard,IL,,confirmed_touchless,mixed_with_touchless,0.92,"Website and reviews confirm brushless automatic touchless wash. Self-serve present but automatic touchless bay qualifies facility.","Harvard, IL #3",59
Touchless Carwash,Grants Pass,OR,,uncertain,mixed_with_touchless,0.65,"Listing claims touchless automatic; description matches. Reviews confirm touchless bay exists but indicate brush options also available. Quality concerns noted.","Grants Pass, OR #1",62
Kwik Trip,LA CROSSE,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.85,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. No contradicting evidence from reviews.","La Crosse, WI #3",
Dazzler's Car Wash,Missoula,MT,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm 'brushless' and 'touchless' wash. Website claims lack detail, but customer evidence strongly supports touchless technology.","Missoula, MT #1",94
Mr Sparkle Car Wash,South Windsor,CT,Mr Sparkle Car Wash,uncertain,unknown,0.35,"Website claims soft-touch (not touchless), but multiple customer reviews explicitly call it 'touchless wash.' Conflicting evidence; needs verification.","Hartford, CT #2",71
Splash Car Wash,Jacksonville,AR,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic wash.' Reviews confirm brushless automatic bay; mixed facility with self-serve hand wash option also available.","Little Rock, AR #2",82
Vegas Suds Carwash,Las Vegas,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Automatic touchless gantry system confirmed (high-pressure nozzles, no-touch/no-brush). Mixed facility includes self-serve bays. Reviews validate touchless automatic operation.","Las Vegas, NV #2",71
Kwik Trip,Verona,MI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'automatic touchless car washing — no brushes, no cloth.' Review confirms 'Touch free car wash.' PDQ equipment supports touchless capability.","Madison, WI #2",
Dolphin Express Car Wash,Cape Coral,FL,,confirmed_touchless,mixed_with_touchless,0.85,"Reviews confirm automatic touchless bay exists. Mixed facility (touchless auto + self-serve + hand wash). Low ratings suggest service quality issues, not absence of touchless system.","Fort Myers, FL #3",63
Follow Charlie Car Wash,Ebensburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly describes touchless bay with high-pressure water & oscillating nozzles, zero-degree contact. Mixed facility with soft-touch also offered. Reviews support no-brush option.","Johnstown, PA #3",
Hurricane Carwash South,Carthage,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high-pressure touch-free' automatic. Reviews confirm touchless/no-touch bays present. Mixed facility with self-serve and soft-touch options also available.","Joplin, MO #3",58
Gerber Car Wash,Kenosha,WI,,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states 'Two Touch-less Automatic wash bays' with 'No beaters or brushes'. Gantry-arm high-pressure system confirmed. Multiple 5★ reviews affirm touchless operation.","Kenosha, WI #2",84
Sparkle Clean Car Wash,Laconia,NH,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free' automatic service. Multiple 5★ reviews confirm touchless/touch-free/no-touch wash. Hybrid facility with self-serve bays also present.","Laconia, NH #2",90
Super Suds Car Wash & Auto Detailing,Bonita Springs,FL,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless automatic bay ('best touchless option', 'unique TOUCHLESS', ceramic touchless service). Mixed facility with self-serve bays also present.","Fort Myers, FL #2",80
Laser Wash of Dunn,Dunn,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Laser Wash automatic confirmed via description (water+detergent, no brushes/cloth) and multiple 5★ reviews praising touchless/laser wash. Self-serve bays present but not primary.","Lillington, NC #1",63
Hy-Vee Car Wash,Lincoln,NE,Hy-Vee,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/brushless automatic wash. Description details high-pressure water jets, no physical contact. Website silence irrelevant given strong review evidence.","Lincoln, NE #3",68
Fast Lane Auto Wash,Harrisburg,PA,,confirmed_touchless,mixed_with_touchless,0.85,"Multiple reviews explicitly confirm touchless/touch-free/brushless automatic bays present. Website lacks touchless terminology but customer evidence is clear and consistent.","Harrisburg, PA #3",61
66 Car Wash,Kernersville,NC,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly offers touchless automatic bays. Multiple reviews confirm touchless/touch-free/brushless options available alongside brush options.","Greensboro, NC #2; Winston-Salem, NC #1",67
Crystal Clear Car Wash,Clifton,CO,,confirmed_touchless,touchless_automatic,0.95,"Description confirms high-pressure water jets with no physical contact. Multiple reviews explicitly praise no-touch/touch-free operation. No brush/cloth evidence.","Grand Junction, CO #2",89
Kwik Trip,FOND DU LAC,WI,Kwik Trip,uncertain,unknown,0.3,"Description claims touchless automatic, but no touchless_wash_types data and no reviews to corroborate.","Fond du Lac, WI #3",
Hoke Landing Laser Wash LLC,Raeford,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states laser-guided precision systems & laser wash technology. Multiple reviews confirm automatic touchless laser wash system. Self-serve pressure washer bays also present. No brushes mentioned.","Fayetteville, NC #2",76
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'fully touchless automated' and 'brushless operation.' Multiple reviews confirm touchless wash with Rain-X treatment. One damage claim unsubstantiated against consistent positive touchless mentions.","Kalamazoo, MI #3",83
Splash Car Wash,Leominster,MA,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers touchless automatic option alongside soft cloth. Multiple customer reviews confirm touchless/brushless service availability.","Fitchburg, MA #1",85
Whale Wash Touchless Car Wash,Grants Pass,OR,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms automated touchless service. Multiple reviews verify touchless automatic bay exists. Mixed facility (touchless + self-serve) qualifies.","Grants Pass, OR #2",68
Laser Wash,Fresno,CA,,confirmed_touchless,touchless_automatic,0.98,"Listing name, description, and multiple reviews confirm touchless/brushless automatic bay with high-pressure water+chemicals, no physical contact.","Fresno, CA #3",84
Splash Car Wash llc,Holland,MI,Splash Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm touchless/brushless automatic wash. Description states 'brushless system.' One review mentions foam brush option, but primary system is touchless.","Grand Rapids, MI #2",86
Robert Brogden's Olympic Car Wash,Olathe,KS,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'touch-free car wash' multiple times, high-pressure water-based, no brushes/cloth mentioned. Customer reviews consistently confirm touchless automatic operation.","Kansas City, MO #2",73
Kimo's Tropical Car Wash,Reedley,CA,Kimo's Car Wash,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'touch-free', 'no brushes or equipment touch your car', 'laser wash'. Touchless automatic bay confirmed.","Fresno, CA #2",62
Kwik Trip,ONALASKA,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with no physical contact. Equipment listed as PDQ LaserWash 360 PL confirms touchless technology.","La Crosse, WI #2",
Express Car Wash,Frankfort,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch-Free Advantage' and 'hands-free wash.' Multiple reviews confirm touchless automatic bay. Self-serve wand options present but not primary.","Lexington, KY #3",78
KWIK TRIP #579,Fond du Lac,WI,Kwik Trip,uncertain,unknown,0.35,"Description claims touchless/brushless automatic, but no review evidence provided to verify. Chain context unknown.","Fond du Lac, WI #2",
Northpark Otterwash,Findlay,OH,,confirmed_touchless,mixed_with_touchless,0.85,"Website describes soft-touch/brush wash, BUT multiple reviews explicitly mention touchless/touch-free automatic bays with high-pressure spray. Mixed facility qualifies.","Findlay, OH #1",59
Russell Touchless CAR wash,Russell,KY,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly confirms automatic touchless wash using water pressure + detergent only, no brushes/cloth. Multiple reviews confirm 100% touchless operation.","Huntington, WV #2",68
Kwik Trip,Hudson,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless wash.","Green Bay, WI #3",
Champs Auto Wash,Middleville,MI,,uncertain,unknown,0.45,"Description claims touchless/water+detergent only, but reviews mention 'soft cloth' option and inconsistent service quality. Website lacks service details.","Grand Rapids, MI #1",73
Kwik Trip,LE MARS,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is genuine touchless laser/high-pressure system. No brushes. Description confirms no physical contact.","Le Mars, IA #2",
Busy Bee Car Wash,Miami,FL,,uncertain,unknown,0.45,"Description claims touchless high-pressure system, but reviews report scratches/damage from auto bay. Website lacks service details. Conflicting evidence prevents confirmation.","Miami, FL #3",62
Dirty Dog's Car Wash Melbourne,Melbourne,FL,,not_touchless,brush_tunnel,0.95,"Website explicitly describes hand scrubbing/brushing before automated wash. Human contact contradicts touchless claim despite misleading listing description.","Melbourne, FL #3",69
Stop Wash Go North Avenue,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states automatic touchless wash. Reviews confirm no brushes, touch-free operation. Self-serve bays also available.","Grand Junction, CO #3",84
Follow Charlie Car Wash,Johnstown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless bay with zero-degree oscillating nozzles and auto height scanning. Hybrid facility with both soft-touch and touchless options. Multiple reviews explicitly praise touchless/no-touch bay performance.","Johnstown, PA #1",66
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless automatic with PDQ Laserwash 360 Plus. Reviews confirm touch-free bay available alongside soft-touch option.","Mankato, MN #1",62
Southside Carwash,Lincoln,NE,,confirmed_touchless,mixed_with_touchless,0.99,"RainMaker touchless automatic confirmed via website & reviews. High-pressure water system, no brushes. Self-serve bays also present.","Lincoln, NE #2",68
Shiny Brite Car Wash & Detail Center,Portage,MI,,uncertain,mixed_with_touchless,0.65,"Multiple reviews confirm touchless automatic bay exists. One negative review mentions 'foaming brush' causing damage, but likely refers to separate self-serve option, not automatic touchless.","Kalamazoo, MI #1",82
Kwik Trip,SIOUX CENTER,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 Plus is a recognized touchless automatic system. Description explicitly states water pressure + detergent only, no brushes/cloth/foam curtains.","Le Mars, IA #3",
Laser Car Wash,Milford,IA,,confirmed_touchless,touchless_automatic,0.98,"PDQ Laserwash 360 system confirmed. High-pressure nozzles, no contact. Multiple reviews explicitly state 'touchless' and 'laser wash'. Name, description, equipment all align.","Milford, IA #1",82
Cliffdale Laser Wash,Fayetteville,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic laser wash bays (2 bays per review). Mixed facility with self-serve bays and DIY options, but touchless automatic clearly present.","Fayetteville, NC #3",75
First Place Car Wash,Fort Worth,TX,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless option. Multiple reviews confirm brushless/touchless automatic bay. Mixed facility (touchless + soft touch + hand wash) qualifies.","Fort Worth, TX #1",86
Kerner's Car Wash Center,Franklin,NH,,not_touchless,mixed_with_brush_and_soft_touch,0.85,"Listing claims brushless touchless, but 2★ review explicitly states brushes engaged during 'touch free' wash. Soft-cloth automatic also mentioned. Contradictory evidence.","Laconia, NH #3",64
Shell,Lansing,MI,Shell,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states automatic touchless with gantry arm, high-pressure nozzles, no brushes/cloth contact. Review confirms touchless. No contradictory evidence.","Lansing, MI #2",
Wash Me! Madison Avenue,Loveland,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website & reviews confirm high-tech automatic drive-through brushless washers. Mixed facility with self-serve bays + touchless automatic.","Fort Collins, CO #1; Greeley, CO #1",84
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchfree automatic car wash.' Reviews confirm 'touch less' and 'brushless wash/dry bay.' Mixed facility with self-serve + automatic touchless.","Janesville, WI #2",84
Chevron,Upper Lake,CA,Chevron,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states gantry arm with high-pressure nozzles, nothing physically contacts car. Review confirms touchless, no-scratch operation.","Lakeport, CA #1",
Petro Serve USA #201,Grand Forks,ND,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bay available. Multiple reviews praise touchless service; no brush/cloth contact mentioned.","Grand Forks, ND #2",85
Gloss Auto Wash & Detail,Boulder,CO,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless automatic wash bay. Mixed facility offers detail/hand services but touchless automatic clearly present and operational.","Longmont, CO #2",73
Car Wash in Downey,Downey,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly describes touchless system with high-pressure water jets, no brushes. Multiple reviews confirm contactless/touch-free automatic wash. No contradicting evidence.","Los Angeles, CA #2",89
Autowash @ JFK Pkwy Car Wash,Fort Collins,CO,Autowash,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states '3 Touchless Automatic Wash Bays' and 'Touchless Car Wash' title. Multiple 5★ reviews confirm brushless/no-touch effectiveness. One damage report insufficient to override strong documentation.","Fort Collins, CO #2",79
Harper Auto Wash - Parkside,Knoxville,TN,,uncertain,unknown,0.45,"Reviews mention toggleable 'touchless' mode & brushes can be turned off, but no technical specs confirm automatic touchless bay exists independently.","Knoxville, TN #1",78
Exxon,Clayton,NC,,confirmed_touchless,touchless_automatic,0.85,"Description confirms brushless automated system; review explicitly mentions touchfree laser wash.","Lillington, NC #2",
IDS Express Car Wash,Spring,TX,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly offers 'Unlimited Diamond Touchless' membership. Multiple reviews confirm touchless/brushless automatic bay with conveyor technology. Facility also offers brush option (hybrid).","Houston, TX #1",84
Kodak Car Wash,Sevierville,TN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/laser automatic bays. Mixed facility with self-serve bays also present. Evidence strongly supports touchless capability.","Knoxville, TN #3",80
Red Carpet Car Wash,Fort Worth,TX,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states touchless system with no brushes/rags contacting vehicle. Multiple reviews confirm high-pressure water touchless wash with hand-drying after.","Fort Worth, TX #2",80
Decatur Autowash,North Las Vegas,NV,Autowash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states 'Touchfree Auto Wash' service. Multiple reviews confirm touchless automatic bay exists alongside soft-touch and self-serve options.","Las Vegas, NV #3",72
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly lists 'Touchless In-bay Automatic'; customer reviews confirm touchless/brushless automatic with no paint contact.","Idaho Falls, ID #3",
Kwik Trip,WEST SALEM,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description and reviews confirm touchless automatic bay with high-pressure water/detergents, no brushes. Also offers soft-touch option (mixed facility).","La Crosse, WI #1",84
Spot Free Car Wash,Culver City,CA,,confirmed_touchless,touchless_automatic,0.95,"Website & reviews explicitly confirm brushless touchless automatic wash with high-pressure soap/water & laser system. No brushes/cloth contact.","Los Angeles, CA #3",83
O.C. Express Car Wash,Buena Park,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless/high-pressure wash bay. Mixed facility offers both automatic touchless and DIY self-serve options.","Los Angeles, CA #1",83
Executive Car Wash,Eau Claire,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless bay present. Multiple reviews confirm touch-free automatic option works well. Mixed facility with soft-touch also available.","Green Bay, WI #1",87
Coal Creek Car Wash,Erie,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic Wash' service. Multiple reviews confirm touchless bays with high-pressure water system. Also offers self-serve bays. Mixed facility qualifies.","Longmont, CO #1",89
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states '24/7 Touchless In-Bay Wash'. Multiple reviews confirm touchless/brushless/no-touch/contactless automatic bay. Mixed facility also offers brush tunnel.","Greensboro, NC #1",82
Clementine's Carwash,La Grange,KY,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'automatic touchless carwash' and '24/7 touchfree'. Multiple reviews confirm touchless operation with high satisfaction. No brush/cloth contact mentioned.","Louisville, KY #2",86
Al's Auto Spa,Lake Forest,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm automatic touchless washer present alongside self-serve bays. One negative review lacks specificity on cause.","Inland Empire, CA #1; Newport Beach, CA #2",91
Sheriden Car Wash,Carey,OH,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Touchless' feature; high-pressure wash with no contact methods. Customer review confirms touchless operation.","Findlay, OH #3",
Red wing Automatic Touchless Carwash,St Johns,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly confirms touchless automatic bays with named programs (Basic, Deluxe, Ultimate). Mixed facility with self-serve bays also present. Reviews reference 'brushless wash' and 'touchless wash' as distinct services.","Lansing, MI #3",66
Pro Clean Carwash, LLC,Kalispell,MT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly states brushless/touchless with high-pressure water+chemicals, no physical contact. Multiple reviews confirm touchless operation. Two damage complaints suggest equipment/process issues, not brush contact.","Kalispell, MT #2",73
Voda Express Car Wash,Orland Park,IL,,not_touchless,brush_tunnel,0.95,"Website describes friction-based conveyor tunnel (Triple Foam, Lava Foam, Top/Side Blasters). No touchless/touch-free language. Physical damage reports (license plate ripped, bumper scratched, bent frame) inconsistent with touchless.","Joliet, IL #1",
Kwik Trip,La Crosse,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims 'brushless touchless automated' but no review evidence provided to verify. Chain context needed.","Fond du Lac, WI #1",
Lil' Donnie Walker's Car Wash,Burlington,NC,,uncertain,unknown,0.35,"Website describes detailing/hand wash only, but multiple reviews mention touchless/laser wash bays. Evidence contradicts; unclear if touchless bay actually exists.","Graham, NC #3",72
Super Wash,Bradley,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.98,"Description confirms automatic touchless bay with overhead gantry & high-pressure nozzles. Reviews corroborate no-touch automatic, brushless, ceramic wax options. Mixed facility (touchless + self-serve).","Joliet, IL #2",84
Northdale,Grand Forks,ND,Northdale Oil,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless/touch-less automated wash. Brushless technology mentioned. Gas station + car wash combo = mixed facility.","Grand Forks, ND #1",84
Splash Express Car Wash,Sherwood,AR,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm touchless bay present alongside regular/touch bay. Customers distinguish between touchless and brush/touch options.","Little Rock, AR #3",66
bp,Jackson,MI,BP,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless with high-pressure water jets, no physical contact. Customer review confirms touch-free operation.","Jackson, MI #2",
Breeze Thru Car Wash - North Loveland,Loveland,CO,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly lists 'Touchless Wash'; multiple reviews confirm touch-free automatic bay with no brushes; customers report scratch-free results.","Fort Collins, CO #3; Greeley, CO #3",64
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms touchless automatic (PDQ Laserwash 360), no brushes/cloth. Review confirms touch-free option available alongside brush option.","Mankato, MN #2",
BP Gas Station Laser Touchless Car Wash,Milwaukee,WI,BP,confirmed_touchless,touchless_automatic,0.95,"Name, description, and four positive reviews explicitly confirm touchless automatic bay with high-pressure water/chemicals, no brushes. One negative review about scratching is outweighed by consistent evidence.","Milwaukee, WI #3",93
North Country Car Wash,Gardiner,ME,,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states 'brushless wash' and 'touchless automatic.' Multiple reviews confirm touchless/drive-thru automatic bay plus self-serve bays.","Lewiston, ME #2",78
Rod's N Dog's Car Wash,Missoula,MT,,uncertain,unknown,0.45,"Reviews claim 'touch free' and 'touchless' automatic, but website omits touchless claims. One review mentions brush use causing scratches—unclear if separate bay or misuse of touchless facility.","Missoula, MT #3",
Eagle Ave Laser Wash,Rock Valley,IA,,confirmed_touchless,mixed_with_touchless,0.95,"Laser wash system confirmed; customer review explicitly mentions touchless automatic bay. Mixed facility with self-serve bay also present.","Le Mars, IA #1",
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm Touchless Automatic bay. Customers praise brushless/touchless function, no-scratch performance. Mixed facility with self-serve bays.","Idaho Falls, ID #2",89
