name,city,state,chain,verdict,facility_type,confidence,reason,trophies,tss
Canyon View Car Wash -Grand Junction,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless washing. Reviews confirm automatic brushless bay + hand wand option available. Multiple touchless confirmations.","Grand Junction, CO #2",79
Kwik Trip,MARSHFIELD,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'touchless automatic car wash' and 'brushless wash experience.' No contradicting evidence in reviews.","Marshfield, WI #2",
Sonic Wave Car Wash Blairsville,Blairsville,PA,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'TOUCH FREE and BRUSHLESS' multiple times. Touchless automatic system confirmed. Reviews reference 'touchless carwash' technology.","Johnstown, PA #2",62
Power Market,Talent,OR,Power Market,confirmed_touchless,mixed_with_touchless,0.92,"Chain-level verification confirms Istobal touchless systems. Description explicitly states 'brushless automated system' and 'touchless car wash.' Gas station is secondary service.","Medford, OR #2",
Kwik Trip,SUN PRAIRIE,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.92,"Description confirms brushless touchless automatic bay. Reviews explicitly mention touchless/no-touch/touch-free option alongside soft-touch option.","Madison, WI #1",72
Clean Getaway Auto Wash,Nashville,TN,,confirmed_touchless,touchless_automatic,0.98,"Website confirms touch-free automatics. PDQ Laserwash 360 Plus equipment documented. Multiple reviews explicitly praise touchless/touchfree service.","Nashville, TN #1",92
Autowash @ Longmont Car Wash,Longmont,CO,Autowash,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states '3 Touchless Automatic Wash Bays'. Multiple reviews confirm touch-free automatic wash with no brush contact. Also offers self-serve bays.","Longmont, CO #3",86
National Pride Car Wash on 39th,Kenosha,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless wash with high-pressure water, no brushes. Mixed facility includes hand wash and self-serve options.","Kenosha, WI #1",91
Star-Brite Car Wash and Lube Center,Mt Vernon,OH,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm 'no touch,' 'touchless,' and 'brushless' automatic wash. Mixed facility (wash + lube). One paint scratch complaint doesn't override consistent touchless evidence.","Mount Vernon, OH #1",82
Harper Auto Wash - Bearden,Knoxville,TN,,not_touchless,brush_tunnel,0.92,"Recent reviews confirm brushes added to wash cycle; multiple damage complaints; one review states 'not technically touchless.' Equipment changed.","Knoxville, TN #2",72
Pit Stop Touch Free Car Wash,Milwaukee,WI,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly states touchless_automatic; multiple reviews confirm touch-free/touchless automated wash; brushless system mentioned; self-serve bays also present.","Milwaukee, WI #1",96
JetSplash Car Wash,Lincoln,NE,Splash Car Wash,uncertain,unknown,0.45,"Description claims brushless/touchless, but reviews mention attendants drying cars and damage incidents. No clear automatic bay confirmed.","Lincoln, NE #3",
Kwik Trip,MASON CITY,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Listing explicitly describes automatic touchless bay using water pressure & detergent, no brushes/cloth/foam curtains. Review confirms touchless service exists despite quality complaint.","Mason City, IA #1",
Go Touch Less Car Wash,Jacksonville,FL,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'touchless tunnel' with 'no top brushes, no side wraps, no friction.' Multiple 5★ reviews confirm automatic touchless wash, no brush/sponge contact, swirl-free results.","Jacksonville, FL #1",82
Splash Car Wash,Missoula,MT,Splash Car Wash,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states touchless experience. Multiple reviews confirm touch-free/touchless automatic wash with no brushes. Staff-assisted drying mentioned but not contradicting touchless bay.","Missoula, MT #2",86
Touchless Automatic Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit touchless automatic bay confirmed by name, description, and multiple reviews praising contactless/touchless wash. Self-serve bays also present but do not disqualify.","Oklahoma City, OK #2",90
Self Service CarWash,Atlantic Beach,FL,,confirmed_touchless,mixed_with_touchless,0.95,"Reviews explicitly confirm automatic touchless/pressurized-water wash bay. Mixed facility includes self-serve bays plus automated touchless system.","Jacksonville, FL #3",84
Tom's Carwash,Royersford,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'touch-free wash system'. Multiple reviews confirm touchless automatic bay. Mixed facility with self-serve bays also available.","Philadelphia, PA #2",93
Clementine's Carwash,Louisville,KY,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'touchless' and 'touchfree automatic carwash.' Multiple 5-star reviews consistently praise touchless system without mentioning brushes/cloth contact.","Louisville, KY #1",93
Royal Wash,Faribault,MN,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'touchless' automatic washing. Multiple reviews confirm 'Touch Free Automatic' bay. Mixed facility with self-serve bays also available.","Owatonna, MN #1",86
Kwik Trip Travel Center--Denmark,Denmark,WI,Kwik Trip,uncertain,unknown,0.4,"Description claims brushless automated touchless system, but no review evidence or classification data provided to verify.","Green Bay, WI #2",
Lowell Express Car Wash & Oil Change,Lowell,MI,,confirmed_touchless,mixed_with_touchless,0.95,"Listing explicitly states 2 touchless automatic bays. Multiple reviews confirm brushless/touchless wash; mixed facility with oil change services.","Grand Rapids, MI #2",80
Salty Dog Car Wash - S Nova,Daytona Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch Free Automatic Wash'; multiple 5★ reviews confirm touchless automatic bay. Self-serve bays also present.","New Smyrna Beach, FL #2",91
Kwik Trip,LANCASTER,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states automatic touchless bay with water pressure + detergent, no brushes/cloth/foam curtains.","Platteville, WI #3",
New England Touchless Car Wash,Brunswick,ME,,confirmed_touchless,touchless_automatic,0.95,"Listing explicitly states 24-hour automated touchless bays, chemistry/soap-based, no brushes. Multiple reviews confirm touchless operation and quality.","Lewiston, ME #1",85
Shammy's Auto Wash,Lexington,KY,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'Premier Touch Free Car Washes'. Gantry-arm high-pressure nozzle system confirmed. Multiple reviews praise no-touch/touch-free automatic wash. ProTouch soft-touch bay present but touchless option clearly available.","Lexington, KY #2",85
Auto Brite Car Wash,Louisburg,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' at Louisburg location. Customer review confirms touch-free wash available; customer switched from Henderson specifically for this touchless option.","Henderson, NC #3",
Rice Street Car Wash,St Paul,MN,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly confirms Petit 360 touchless automatic, no-brush, touch-free wash. Multiple reviews affirm automatic touch-free operation.","Minneapolis-St. Paul, MN #2",83
Kwik Trip,MINERAL POINT,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states high-pressure water/detergent, no brushes/cloth, gantry overhead system. Amenities list 'Touchless Automatic'.","Platteville, WI #2",
Wash Station,Wauwatosa,WI,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 3 automatic touchless bays with high/low pH soaps, no brushes mentioned. Multiple reviews explicitly praise touchless/touch-free/brushless wash. Self-serve bays also available.","Milwaukee, WI #3",85
Oasis Auto Spa Car Wash & Coin Laundry,Joplin,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touch-free automatic option. Multiple reviews explicitly praise touchless automatic wash with no track, modern brushless equipment.","Joplin, MO #1",64
St. Croix Car Wash,Oak Park Heights,MN,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm 'touch free' and 'touchless' automatic wash. Website mentions automatic wash; no brush/soft-touch language contradicts touchless claim.","Minneapolis-St. Paul, MN #3",84
Black Dog Car Wash,Belmont,NH,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'top touchless car wash' & 'top-of-the-line touchless equipment'. Multiple 5★ reviews confirm touchless/brushless automatic wash with no contact damage.","Laconia, NH #1",97
Pinnacle 365,Phoenix,OR,Pinnacle 365,uncertain,unknown,0.5,"Description claims touchless/brushless automated wash, but no touchless_wash_types field populated and zero review evidence to confirm.","Medford, OR #3",
Splash Time Car Wash,North Little Rock,AR,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm automatic touchless wash present. One negative brush review likely refers to optional brush service, not touchless bay.","Little Rock, AR #1",85
Clean N' Shine Car Wash,McHenry,IL,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states touchless machines with high-pressure water, no brushes. Multiple reviews confirm touchless automatic bay. Also offers self-serve.","Harvard, IL #1; Kenosha, WI #3",62
Touchless Carwash,Grants Pass,OR,,uncertain,mixed_with_touchless,0.6,"Listing claims touchless-only, but reviews indicate brush options available. Touchless bay exists but facility offers brush alternatives.","Grants Pass, OR #1",62
PureMagic Car Wash,Powell,TN,,uncertain,unknown,0.35,"Description claims touchless gantry/high-pressure system. However, one review explicitly mentions 'brushes also leave scratches,' contradicting touchless claim. Severe damage reports suggest equipment malfunction or misclassification. Evidence conflicts.","Knoxville, TN #3",
Kwik Trip,LA CROSSE,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. No contradicting evidence in reviews.","La Crosse, WI #3",
Canyon View Express,Grand Junction,CO,,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly states touchless as primary service. Multiple reviews confirm touchless/touch-free bays present alongside brush options.","Grand Junction, CO #3",80
All American Car Wash,Gretna,LA,,uncertain,unknown,0.45,"Description claims touchless automatic, but 3★ review reports brush scratches from automatic wash, contradicting touchless claim. Evidence conflicted.","New Orleans, LA #1",42
Dazzler's Car Wash,Missoula,MT,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm 'brushless' and 'touchless' wash. Website silence offset by strong customer evidence of touch-free automatic technology.","Missoula, MT #1",94
Lindsay Carwash,Mesa,AZ,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/no-touch wash bay. Mixed facility with self-serve bays also present. One paint damage report likely pressure-wash related, not disqualifying.","Phoenix, AZ #2",90
Vegas Suds Carwash,Las Vegas,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Listing explicitly describes automatic touchless gantry wash with high-pressure nozzles, no brushes/cloth contact. Reviews confirm touchless automatic bay. Self-serve vacuums present but automatic touchless bay is primary service.","Las Vegas, NV #1",71
Park Place Car Wash & Detail,Encinitas,CA,,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless car wash' and 'nothing physically touches your car.' Customer reviews confirm 'touch-less' and 'brushless' automatic service. Mixed facility includes detailing.","Oceanside-Carlsbad, CA #1; San Diego, CA #1",80
Splash Car Wash,Jacksonville,AR,Splash Car Wash,confirmed_touchless,mixed_with_touchless,0.85,"Description states 'touchless automatic wash.' Reviews confirm 'brushless drive wash' automatic bay. Mixed facility (self-serve hand wash option also available).","Little Rock, AR #2",82
Brassfield Laserwash,Greensboro,NC,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'zero brushes, zero damage — 100% touchless' with cutting-edge touchless technology. Multiple reviews confirm laserwash/no-touch/brushless automated bays. Drive-through automatic operation.","Greensboro, NC #3",80
Shine Brite Car Wash,Ashland City,TN,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/no-touch automatic wash. Description states 'touchless automatic car wash experience.' No brush/soft-touch evidence.","Nashville, TN #3",77
Hurricane Carwash South,Carthage,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'high-pressure touch-free' automatic carwashes. Reviews confirm 'no touch' and 'touchless' bays available. Mixed facility (also offers soft-touch/self-serve).","Joplin, MO #3",58
Follow Charlie Car Wash,Ebensburg,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly documents touchless bay with high-pressure water & oscillating nozzles, zero-degree contact. Mixed facility with soft-touch option confirmed. Reviews support safe automatic wash.","Johnstown, PA #3",
Sabraton Sudz 2,Morgantown,WV,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless automatic wash with pressure/undercarriage spray. No brush/cloth contact mentioned.","Morgantown, WV #2",62
Gerber Car Wash,Kenosha,WI,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states 'Two Touch-less Automatic wash bays' with 'No beaters or brushes'. Multiple 5★ reviews confirm touchless operation via overhead gantry/high-pressure nozzles.","Kenosha, WI #2",84
Soapy Joe's Car Wash - E Valley Pkwy, Escondido,Escondido,CA,,not_touchless,brush_tunnel,0.92,"Website describes 'automatic' without touchless language. Reviews mention brushes/rollers causing scratches; one mentions 'brushless system' but majority report damage from friction wash.","Oceanside-Carlsbad, CA #2",80
Hy-Vee Car Wash,Lincoln,NE,Hy-Vee,confirmed_touchless,touchless_automatic,0.85,"Multiple reviews confirm touchless/brushless automatic bay. Website describes high-pressure water jets, no physical contact. No brush evidence.","Lincoln, NE #2",68
Laser Wash of Dunn,Dunn,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Laser Wash automatic confirmed via description (water pressure + detergent only, no brushes/cloth) and multiple 5★ reviews praising touchless laser wash quality.","Lillington, NC #1",63
Chaska Car Wash,Chaska,MN,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states 'New Touchless Automatic' and 'TouchFree'. Multiple reviews confirm touch-free automatic wash. Self-serve bays present but automatic touchless bay confirmed primary offering.","Minneapolis-St. Paul, MN #1",85
UNITED CAR WASH LAKE OSWEGO,Lake Oswego,OR,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews confirm automatic touchless/no-touch wash. Hand drying post-wash is supplementary service, not part of automatic wash process.","Portland, OR #2",80
The Myrtle Wash,Brooklyn,NY,,confirmed_touchless,mixed_with_touchless,0.92,"PDQ laser touchless automatic bay confirmed via description, reviews, and equipment data. Mixed facility offers hand wash + touchless machine.","New York City, NY #1; Northern NJ #1",89
Splash Car Wash llc,Holland,MI,Splash Car Wash,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly praise 'touchless wash' and 'brushless system.' Description confirms touchless automated experience. One review mentions brush option but primary offering is touchless.","Grand Rapids, MI #1",86
Watermill Auto & Pet Wash - 1340 S 96th St, Louisville,Louisville,CO,,confirmed_touchless,touchless_automatic,0.92,"Multiple reviews explicitly confirm contactless/laser/touchless automated wash system. Description states touchless automated experience. No brush/cloth contact mentioned.","Longmont, CO #2",86
Sully's Car Wash,Wallingford,CT,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'TOUCHLESS AUTOMATIC' and 'Touch Free Wash' with non-abrasive chemicals. Reviews confirm 2 touchless bays plus self-serve bays. No brushes/bristles contact car.","Hartford, CT #2",68
CC's Touchless and Self Serve Car Wash,Pine Hill,NJ,CC's Touchless Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website explicitly confirms Typhoon™ touchless automatic bay with high-pressure jets, no brushes. Mixed facility includes self-serve bays. Multiple positive reviews confirm touchless operation.","Philadelphia, PA #3",87
Kwik Trip,ONALASKA,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ Laserwash 360 PL is a confirmed touchless/laser automatic system. Description explicitly states touchless automatic bay, no physical contact.","La Crosse, WI #2",
Express Car Wash,Frankfort,KY,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touch-Free Advantage' and 'touchless spray.' Multiple reviews confirm touchless automatic bay. Mixed facility with self-serve wand options present.","Lexington, KY #3",78
Sheetz Car Wash,Harrisburg,PA,Sheetz,confirmed_touchless,touchless_automatic,0.95,"High-pressure water/chemical gantry system, no brush/cloth contact. Multiple reviews confirm touchless/brushless automatic operation.","Harrisburg, PA #2",82
Scotty's Car Wash,Henderson,NV,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm touchless/no-touch option. High-pressure water system evidenced. Likely mixed facility with touchless bay available.","Las Vegas, NV #3",61
Kwik Trip,Hudson,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay with high-pressure water jets, no physical contact, brushless wash.","Green Bay, WI #3",
Kwik Trip,LE MARS,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"PDQ LaserWash 360 Plus is verified touchless technology; high-pressure water/chemical, no brush contact confirmed.","Le Mars, IA #1",
Liberty Car Wash,Mansfield,OH,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms IQ Touch-Free and Typhoon Touch-Free systems (high-pressure water/chemicals, no contact). Mixed facility with soft-touch alternative. Multiple reviews verify touchless bay functionality.","Mount Vernon, OH #3",59
Kwik Trip,DUBUQUE,IA,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless bay, high-pressure water jets, no physical contact.","Platteville, WI #1",
Follow Charlie Car Wash,Johnstown,PA,,confirmed_touchless,mixed_with_touchless,0.95,"Website confirms touchless automatic bay with zero-degree oscillating nozzles and auto height scanning. Mixed facility with soft-touch option also available. Multiple reviews explicitly praise touchless/no-touch bay performance.","Johnstown, PA #1",66
Xtreme Clean Auto Wash,Kalamazoo,MI,,confirmed_touchless,touchless_automatic,0.92,"Description explicitly states 'fully touchless automated' and 'brushless operation.' Multiple reviews confirm touchless wash experience. One damage claim unsubstantiated against overwhelming touchless evidence.","Kalamazoo, MI #1",83
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description explicitly states touchless automatic, PDQ Laserwash 360 Plus system confirmed. Reviews consistently mention touch-free bay available alongside soft-touch option.","Mankato, MN #1",62
Southside Carwash,Lincoln,NE,,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly confirms RainMaker touchless automatic using 1200psi water pressure without vehicle contact. Multiple reviews praise touchless automatic. Self-serve bays present but automatic touchless bay primary offering.","Lincoln, NE #1",68
Kwik Trip,MADISON,WI,Kwik Trip,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 'touchless automatic car wash' and 'brushless system'. No contradicting evidence in reviews.","Madison, WI #3",
Kwik Trip,Stacy,MN,Kwik Trip,uncertain,unknown,0.45,"Description claims touchless automatic, but review mentions 'soft touch' option alongside touch-free, suggesting mixed capability. Unclear if touchless bay confirmed present.","North Branch, MN #3",
Laser Car Wash,Milford,IA,,confirmed_touchless,touchless_automatic,0.99,"PDQ Laserwash 360 system, overhead gantry with high-pressure nozzles, no physical contact. Reviews confirm touchless automatic. Name, description, equipment, and customer feedback all align.","Milford, IA #1",82
Salty Dog Car Wash - N Dixie,New Smyrna Beach,FL,Salty Dog Car Wash,confirmed_touchless,mixed_with_touchless,0.92,"Website confirms 'Touch Free Automatic Wash' + touchless_automatic tag. Reviews verify touch-free/brushless operation. Mixed facility (touchless auto + self-serve bays).","New Smyrna Beach, FL #3",80
Car Wash,Miami,FL,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states brushless touchless automatic system. Multiple reviews confirm no brushes, only high-pressure water. No contradicting evidence.","Miami, FL #1",82
Super Wash,Janesville,WI,Super Wash,confirmed_touchless,mixed_with_touchless,0.99,"Website explicitly states 'touchfree automatic car wash'. Reviews confirm automatic brushless wash/dry bay. Mixed facility with self-serve options.","Janesville, WI #2",84
Swift Shine Car Wash,Blue Springs,MO,,confirmed_touchless,mixed_with_touchless,0.88,"Multiple reviews confirm touchless/brushless automatic bay. One negative review mentions brush option, indicating mixed facility with touchless alternative available.","Kansas City, MO #3",76
Harper Auto Wash - Parkside,Knoxville,TN,,uncertain,unknown,0.45,"Reviews mention 'touchless' setting available, but staff can 'turn off brushes'—implying brushes exist. Conflicting evidence on actual touchless capability.","Knoxville, TN #1",78
Jojo's Car Wash,Papillion,NE,,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states 24-hour touchless automatic wash and brushless system. Multiple reviews confirm touchless/touch-free operation, high-pressure water, no physical contact with vehicle.","Omaha, NE #3",90
Car Wash in Downey,Downey,CA,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly states touchless technology using high-powered water jets without brushes. Multiple reviews confirm contactless/touch-free/touchless wash. No brush/cloth evidence.","Los Angeles, CA #1",89
North Penn Car Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.98,"Multiple reviews explicitly praise 'touchless,' 'touch free,' 'touch less' automatic wash. High-pressure automatic confirmed. Mixed with self-serve bays.","Oklahoma City, OK #3",85
Kwik Trip,NEW RICHMOND,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.85,"Description explicitly states 'touchless automatic car wash experience.' Reviews confirm 'touch free' and 'touchless' options available. Mixed facility (gas/convenience/ATM).","New Richmond, WI #2",
Decatur Autowash,North Las Vegas,NV,Autowash,confirmed_touchless,mixed_with_touchless,0.85,"Website explicitly states 'Touchfree Auto Wash' service. Multiple reviews confirm touchless automatic bay exists alongside soft-touch and self-serve options.","Las Vegas, NV #2",72
Exxon,Clayton,NC,,confirmed_touchless,touchless_automatic,0.85,"Description explicitly mentions 'brushless automated system' and 'touchless car wash technology'. Customer review confirms 'Touchfree laser wash'.","Lillington, NC #2",
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,touchless_automatic,0.98,"Website explicitly lists 'Touchless In-bay Automatic'; customer reviews confirm touchless/brushless automatic wash with no paint scratching.","Idaho Falls, ID #3",
IDS Express Car Wash,Spring,TX,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit touchless automatic membership tier; multiple reviews confirm touchless/brushless conveyor option; also offers brush alternatives.","Houston, TX #1",84
Tornado Wash,La Vista,NE,,confirmed_touchless,mixed_with_touchless,0.98,"Website confirms 'high power touchless automatics.' Multiple reviews explicitly praise 'touchless wash bays' and 'true touchless wash.' Mixed facility with self-serve and soft-touch options.","Omaha, NE #2",82
Superwash Montana,Kalispell,MT,,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms automatic touchless bay using high-pressure water jets with no physical contact. Multiple reviews praise brushless/contactless/touch-less automatic wash. Mixed facility with self-serve bays also present.","Kalispell, MT #2",65
Shell,Portland,MI,Shell,confirmed_touchless,touchless_automatic,0.95,"Description explicitly states automatic touchless with gantry arm, high-pressure nozzles, no brushes/cloth contact. Customer reviews confirm 'laser wash' and 'touch free' operation.","Lansing, MI #2",80
Premier 7 Car Wash,Newport Beach,CA,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states '100% brushless, touchless wash technology' and 'touchless tunnel.' Multiple reviews confirm touch-free/brushless operation. No brush/cloth contact evidence.","Newport Beach, CA #1",87
O.C. Express Car Wash,Buena Park,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm automatic touchless/high-pressure wash bay. Mixed facility (touchless + DIY self-serve). Negative reviews cite damage but don't contradict touchless nature.","Los Angeles, CA #2",83
Kwik Trip,WEST SALEM,WI,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Listing and reviews confirm high-pressure water/chemical touchless automatic bay. Mixed facility offers brush option but touchless bay clearly present.","La Crosse, WI #1",84
AutoSpa Central Washington,Yakima,WA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews confirm touchless automatic bay exists ('touchless experience', 'no touch cleaning'). Mixed facility: also offers soft-touch and self-serve bays.","Portland, OR #1",68
Evershine Car Wash,Greensboro,NC,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists '24/7 Touchless In-Bay Wash' & 'Touchless' packages. Multiple reviews confirm contactless/no-touch/brushless automatic bay. Mixed facility with separate tunnel options.","Greensboro, NC #2",82
Al's Auto Spa,Lake Forest,CA,,confirmed_touchless,mixed_with_touchless,0.92,"Multiple reviews explicitly confirm automatic touchless washer present. Mixed facility with self-serve bays. One damage complaint insufficient to negate touchless offering.","Inland Empire, CA #1; Newport Beach, CA #2",91
Clementine's Carwash,La Grange,KY,,confirmed_touchless,touchless_automatic,0.99,"Website explicitly states 'automatic touchless carwash' and '24/7 touchfree'. Multiple reviews confirm touchless operation without brushes/contact.","Louisville, KY #2",86
Phoenixville Buggy Bath,Phoenixville,PA,,confirmed_touchless,mixed_with_touchless,0.98,"Website explicitly states '1 touch-less automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Self-serve bays present but don't disqualify.","Philadelphia, PA #1",95
Willamette Car Wash,West Linn,OR,,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm brushless/contactless/touch-less automatic wash. Brushless automatic bay present.","Portland, OR #3",82
Kwik Trip,North Mankato,MN,Kwik Trip,uncertain,unknown,0.3,"Description mentions touchless/brushless automated wash but incomplete. No touchless_wash_types data or review evidence to confirm.","Mankato, MN #3",
SPOTLESS CAR WASH,Orlando,FL,,confirmed_touchless,touchless_automatic,0.95,"Laser wash, explicitly described as 'completely touch free' and 'touch-free' by multiple reviewers. No brush/cloth contact evidence.","Orlando, FL #1",89
Ginger's Car Wash,Westerly,RI,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews explicitly confirm automatic touchless/touch-free bay. Mixed facility with self-serve, touchless automatic, and full-service options.","Norwich, CT #2",79
12th Street Touchless Auto Wash,Le Mars,IA,,confirmed_touchless,touchless_automatic,0.95,"Listing name, description, and review all confirm automatic brushless/touchless bay with overhead gantry and high-pressure nozzles. No physical contact.","Le Mars, IA #3",
Pro Clean Carwash, LLC,Kalispell,MT,,confirmed_touchless,touchless_automatic,0.92,"Website explicitly states brushless/touchless with high-pressure water+chemicals, no physical contact. Multiple 5★ reviews confirm brushless operation. Two 1★ damage claims lack specifics; unverified against touchless technology itself.","Kalispell, MT #1",73
Power Market,Clearlake Oaks,CA,Power Market,confirmed_touchless,touchless_automatic,0.85,"Chain uses Istobal systems with touchless option; listing explicitly describes high-pressure water, no brushes, no physical contact.","Lakeport, CA #2",
Kwik Trip,MANKATO,MN,Kwik Trip,confirmed_touchless,mixed_with_touchless,0.95,"Description confirms touchless automatic (PDQ Laserwash 360+). Review mentions touch-free option available; brush option present but touchless bay confirmed.","Mankato, MN #2",
Super Wash,Bradley,IL,Super Wash,confirmed_touchless,mixed_with_touchless,0.99,"Listing explicitly describes automatic touchless bay with overhead gantry and high-pressure nozzles. Multiple reviews confirm brushless/no-touch automatic wash. Self-serve bays also present.","Joliet, IL #1",84
Route 5 Car Wash,Palisades Park,NJ,,confirmed_touchless,touchless_automatic,0.95,"Website explicitly states 'Brushless Car Wash'; multiple reviews confirm brushless/touchless machines. Clear touchless automatic bay present.","New York City, NY #3; Northern NJ #3",85
Rod's N Dog's Car Wash,Missoula,MT,,uncertain,unknown,0.45,"Reviews claim touchless/touch-free automatic wash, but website describes only self-serve bay wash (friction-based) and generic 'Auto Wash' with no touchless mention. Conflicting evidence—unclear if automatic bay exists.","Missoula, MT #3",
BP Gas Station Laser Touchless Car Wash,Milwaukee,WI,BP,confirmed_touchless,touchless_automatic,0.95,"Multiple reviews explicitly confirm touchless/no-brush automatic bay. One negative review alleges damage but doesn't override strong consensus evidence of touchless operation.","Milwaukee, WI #2",93
Dr Spotless Car Wash,Kansas City,MO,,confirmed_touchless,mixed_with_touchless,0.95,"Multiple reviews confirm touchless automatic wash with no brushes. Mixed facility with self-serve bays also present.","Kansas City, MO #2",76
Sudsy Car Wash,Rigby,ID,,confirmed_touchless,mixed_with_touchless,0.95,"Explicit touchless automatic bay confirmed by multiple reviews praising no-scratch results. Mixed facility with self-serve bays also present.","Idaho Falls, ID #2",89
Thunder Auto Wash,Oklahoma City,OK,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly states 'Touchless Automatic' wash. Multiple reviews confirm brushless/touchless automatic bay. Also offers self-serve bays. Mixed facility qualifies.","Oklahoma City, OK #1",94
Royal T Carwash,Derry,NH,,confirmed_touchless,mixed_with_touchless,0.95,"Website explicitly lists 'TOUCH FREE' service. Multiple reviews confirm automated touchless bays operational. Mixed facility with soft-touch tunnel also present.","Haverhill, MA #3",72
